|param: value|
|experiment_name:  pc_actor_critic_sgd_tanh_ts10_bench_mt40_clip1|
|seed:  2|
|write_logs_to_file:  False|
|save_model:  False|
|env_name:  halfcheetah|
|num_envs:  256|
|num_train_levels:  200|
|distribution_mode:  easy|
|arm_means:  (1.0, 0.9)|
|deterministic_rewards:  True|
|episode_length:  1000|
|eval_env:  True|
|num_eval_episodes:  10|
|eval_every:  10|
|total_timesteps:  1000000|
|unroll_length:  32|
|gamma:  0.99|
|gae_lambda:  0.95|
|learning_rate:  0.0003|
|value_learning_rate:  0.0003|
|target_scale:  1.0|
|pc_steps_per_update:  1|
|update_epochs:  2|
|num_minibatches:  4|
|normalize_advantages:  True|
|max_t1:  40|
|normalize_rewards:  True|
|exp_std:  True|
|state_indep_std:  False|
|optimizer:  sgd|
|max_grad_norm:  1.0|
|width:  64|
|depth:  2|
|act_fn:  tanh|
|policy_init_logit_bias:  None|
|checkpoint_dir:  /workspace/PCPG/outputs/checkpoints|
INFO:2026-07-24 11:48:31,435:jax._src.xla_bridge:924: Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO:2026-07-24 11:48:31,453:jax._src.xla_bridge:924: Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
E0724 11:48:32.253738   79545 ptx_compiler_helpers.cc:87] *** WARNING *** Invoking ptxas with version 12.4.131, which corresponds to a CUDA version <=12.6.2. CUDA versions 12.x.y up to and including 12.6.2 miscompile certain edge cases around clamping.
Please upgrade to CUDA 12.6.3 or newer.
Using JAX default device: cuda:0.
/usr/local/lib/python3.11/dist-packages/brax/io/mjcf.py:480: UserWarning: Brax System, piplines and environments are not actively being maintained. Please see MJX for a well maintained JAX-based physics engine: https://github.com/google-deepmind/mujoco/tree/main/mjx. For a host of environments that use MJX, see: https://github.com/google-deepmind/mujoco_playground.
  warnings.warn(
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
{'training/total_steps': 8192, 'training/updates': 1, 'training/walltime': np.float64(26.723), 'training/update_time': np.float64(26.723), 'training/policy_pc_loss': 5.144565582275391, 'training/value_pc_loss': 2.183411121368408, 'training/mean_value': -0.058949150145053864, 'training/mean_reward': -0.1624971628189087, 'training/mean_advantage_abs': 0.7319126725196838, 'diag/policy_grad_norm_max': 0.6968332529067993, 'diag/policy_grad_norm_mean': 0.666196882724762, 'diag/value_explained_var': 0.010125398635864258, 'diag/log_std_mean': -0.03006613999605179, 'diag/log_std_min': -1.016090750694275, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0516764335334301, 'diag/mu_abs_mean': 0.25966283679008484, 'diag/policy_drift_mean': 0.0002094891096930951, 'diag/policy_drift_max': 0.0015088560758158565, 'diag/policy_kl_mean': 3.7429272197186947e-06, 'diag/policy_kl_max': 1.8894672393798828e-05, 'diag/mu_target_mag_mean': 1.0735235214233398, 'diag/mu_target_mag_max': 25.694551467895508, 'diag/pretanh_sat_frac': 0.07021077473958333}
{'training/total_steps': 16384, 'training/updates': 2, 'training/walltime': np.float64(28.571), 'training/update_time': np.float64(1.178), 'training/policy_pc_loss': 5.139322280883789, 'training/value_pc_loss': 0.2337314635515213, 'training/mean_value': -0.06411447376012802, 'training/mean_reward': -0.03763456642627716, 'training/mean_advantage_abs': 0.7820816040039062, 'diag/policy_grad_norm_max': 0.7422631978988647, 'diag/policy_grad_norm_mean': 0.7068174481391907, 'diag/value_explained_var': -0.0615462064743042, 'diag/log_std_mean': -0.03789263963699341, 'diag/log_std_min': -1.0176104307174683, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.03515625, 'diag/mu_abs_mean': 0.237654447555542, 'diag/policy_drift_mean': 0.00015268492279574275, 'diag/policy_drift_max': 0.0018767970614135265, 'diag/policy_kl_mean': 4.6137283788993955e-06, 'diag/policy_kl_max': 2.2232532501220703e-05, 'diag/mu_target_mag_mean': 0.8859724998474121, 'diag/mu_target_mag_max': 19.601701736450195, 'diag/pretanh_sat_frac': 0.0660400390625}
{'training/total_steps': 24576, 'training/updates': 3, 'training/walltime': np.float64(29.759), 'training/update_time': np.float64(1.18), 'training/policy_pc_loss': 5.393906593322754, 'training/value_pc_loss': 0.15176229178905487, 'training/mean_value': -0.06947050243616104, 'training/mean_reward': -0.026509568095207214, 'training/mean_advantage_abs': 0.7884619832038879, 'diag/policy_grad_norm_max': 0.7424235939979553, 'diag/policy_grad_norm_mean': 0.6992326974868774, 'diag/value_explained_var': -0.13948369026184082, 'diag/log_std_mean': -0.03633268550038338, 'diag/log_std_min': -0.9870626926422119, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.03564453125, 'diag/mu_abs_mean': 0.2401091307401657, 'diag/policy_drift_mean': 0.00015548404189758003, 'diag/policy_drift_max': 0.0011305875377729535, 'diag/policy_kl_mean': 4.33773675467819e-06, 'diag/policy_kl_max': 1.8537044525146484e-05, 'diag/mu_target_mag_mean': 0.8403961062431335, 'diag/mu_target_mag_max': 21.13868522644043, 'diag/pretanh_sat_frac': 0.06697591145833333}
{'training/total_steps': 32768, 'training/updates': 4, 'training/walltime': np.float64(30.946), 'training/update_time': np.float64(1.177), 'training/policy_pc_loss': 5.01448392868042, 'training/value_pc_loss': 0.11815683543682098, 'training/mean_value': -0.06893657147884369, 'training/mean_reward': -0.02332509309053421, 'training/mean_advantage_abs': 0.7837406396865845, 'diag/policy_grad_norm_max': 0.7449730634689331, 'diag/policy_grad_norm_mean': 0.7229787111282349, 'diag/value_explained_var': -0.17279362678527832, 'diag/log_std_mean': -0.03486395254731178, 'diag/log_std_min': -0.9117682576179504, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0355631522834301, 'diag/mu_abs_mean': 0.24083489179611206, 'diag/policy_drift_mean': 0.00011443386028986424, 'diag/policy_drift_max': 0.0007395929424092174, 'diag/policy_kl_mean': 5.0493108574301004e-06, 'diag/policy_kl_max': 2.8967857360839844e-05, 'diag/mu_target_mag_mean': 0.8186450004577637, 'diag/mu_target_mag_max': 14.042052268981934, 'diag/pretanh_sat_frac': 0.06671142578125}
{'training/total_steps': 40960, 'training/updates': 5, 'training/walltime': np.float64(32.106), 'training/update_time': np.float64(1.153), 'training/policy_pc_loss': 4.675260543823242, 'training/value_pc_loss': 0.09193837642669678, 'training/mean_value': -0.07307939231395721, 'training/mean_reward': -0.02160026691854, 'training/mean_advantage_abs': 0.7784199714660645, 'diag/policy_grad_norm_max': 0.7272595763206482, 'diag/policy_grad_norm_mean': 0.6992349028587341, 'diag/value_explained_var': -0.20150041580200195, 'diag/log_std_mean': -0.032226499170064926, 'diag/log_std_min': -0.9177994728088379, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.03564453125, 'diag/mu_abs_mean': 0.24312244355678558, 'diag/policy_drift_mean': 0.00018846540478989482, 'diag/policy_drift_max': 0.0016921693459153175, 'diag/policy_kl_mean': 4.371904651634395e-06, 'diag/policy_kl_max': 2.0682811737060547e-05, 'diag/mu_target_mag_mean': 0.7894901633262634, 'diag/mu_target_mag_max': 11.670753479003906, 'diag/pretanh_sat_frac': 0.06917317708333333}
{'training/total_steps': 49152, 'training/updates': 6, 'training/walltime': np.float64(33.286), 'training/update_time': np.float64(1.171), 'training/policy_pc_loss': 4.979591369628906, 'training/value_pc_loss': 0.07335054129362106, 'training/mean_value': -0.07479670643806458, 'training/mean_reward': -0.019637348130345345, 'training/mean_advantage_abs': 0.7902105450630188, 'diag/policy_grad_norm_max': 0.8059931993484497, 'diag/policy_grad_norm_mean': 0.7513981461524963, 'diag/value_explained_var': -0.2814030647277832, 'diag/log_std_mean': -0.034005772322416306, 'diag/log_std_min': -0.8230755925178528, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0326334647834301, 'diag/mu_abs_mean': 0.24238243699073792, 'diag/policy_drift_mean': 0.00014433484466280788, 'diag/policy_drift_max': 0.0008680078317411244, 'diag/policy_kl_mean': 5.30727265868336e-06, 'diag/policy_kl_max': 2.3543834686279297e-05, 'diag/mu_target_mag_mean': 0.7878872752189636, 'diag/mu_target_mag_max': 14.309290885925293, 'diag/pretanh_sat_frac': 0.06699625651041667}
{'training/total_steps': 57344, 'training/updates': 7, 'training/walltime': np.float64(34.478), 'training/update_time': np.float64(1.183), 'training/policy_pc_loss': 5.053885459899902, 'training/value_pc_loss': 0.070110984146595, 'training/mean_value': -0.0756126195192337, 'training/mean_reward': -0.017621496692299843, 'training/mean_advantage_abs': 0.7915507555007935, 'diag/policy_grad_norm_max': 0.7739343643188477, 'diag/policy_grad_norm_mean': 0.7499580979347229, 'diag/value_explained_var': -0.30034494400024414, 'diag/log_std_mean': -0.029999256134033203, 'diag/log_std_min': -1.0798286199569702, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0353190116584301, 'diag/mu_abs_mean': 0.2478155791759491, 'diag/policy_drift_mean': 0.00012568372767418623, 'diag/policy_drift_max': 0.0007573561742901802, 'diag/policy_kl_mean': 5.498528480529785e-06, 'diag/policy_kl_max': 3.075599670410156e-05, 'diag/mu_target_mag_mean': 0.7673422694206238, 'diag/mu_target_mag_max': 12.73383903503418, 'diag/pretanh_sat_frac': 0.06691487630208333}
{'training/total_steps': 65536, 'training/updates': 8, 'training/walltime': np.float64(35.655), 'training/update_time': np.float64(1.168), 'training/policy_pc_loss': 5.273214817047119, 'training/value_pc_loss': 0.07254212349653244, 'training/mean_value': -0.07913891226053238, 'training/mean_reward': -0.01683519221842289, 'training/mean_advantage_abs': 0.786430835723877, 'diag/policy_grad_norm_max': 0.8394922018051147, 'diag/policy_grad_norm_mean': 0.7571395635604858, 'diag/value_explained_var': -0.31916821002960205, 'diag/log_std_mean': -0.027920227497816086, 'diag/log_std_min': -0.9799127578735352, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.03564453125, 'diag/mu_abs_mean': 0.2469702959060669, 'diag/policy_drift_mean': 0.0001260966673726216, 'diag/policy_drift_max': 0.0009433659724891186, 'diag/policy_kl_mean': 5.684138159267604e-06, 'diag/policy_kl_max': 2.7120113372802734e-05, 'diag/mu_target_mag_mean': 0.7517646551132202, 'diag/mu_target_mag_max': 17.675216674804688, 'diag/pretanh_sat_frac': 0.0687255859375}
{'training/total_steps': 73728, 'training/updates': 9, 'training/walltime': np.float64(36.833), 'training/update_time': np.float64(1.169), 'training/policy_pc_loss': 5.1798858642578125, 'training/value_pc_loss': 0.06394730508327484, 'training/mean_value': -0.07957510650157928, 'training/mean_reward': -0.015879051759839058, 'training/mean_advantage_abs': 0.7871937155723572, 'diag/policy_grad_norm_max': 0.7424291372299194, 'diag/policy_grad_norm_mean': 0.7141808867454529, 'diag/value_explained_var': -0.4941614866256714, 'diag/log_std_mean': -0.027211155742406845, 'diag/log_std_min': -0.9177637696266174, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.037841796875, 'diag/mu_abs_mean': 0.2474701851606369, 'diag/policy_drift_mean': 0.00011744949733838439, 'diag/policy_drift_max': 0.0009471970261074603, 'diag/policy_kl_mean': 5.04993658978492e-06, 'diag/policy_kl_max': 2.3543834686279297e-05, 'diag/mu_target_mag_mean': 0.7684177756309509, 'diag/mu_target_mag_max': 14.765080451965332, 'diag/pretanh_sat_frac': 0.06964111328125}
{'training/total_steps': 81920, 'training/updates': 10, 'training/walltime': np.float64(38.01), 'training/update_time': np.float64(1.169), 'training/policy_pc_loss': 5.013202667236328, 'training/value_pc_loss': 0.05903039872646332, 'training/mean_value': -0.08761632442474365, 'training/mean_reward': -0.01572621613740921, 'training/mean_advantage_abs': 0.798038899898529, 'diag/policy_grad_norm_max': 0.7694399356842041, 'diag/policy_grad_norm_mean': 0.7430592179298401, 'diag/value_explained_var': -0.4321173429489136, 'diag/log_std_mean': -0.02625933289527893, 'diag/log_std_min': -0.9155329465866089, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.03466796875, 'diag/mu_abs_mean': 0.24772346019744873, 'diag/policy_drift_mean': 0.00017451340681873262, 'diag/policy_drift_max': 0.0010142502142116427, 'diag/policy_kl_mean': 6.222311640158296e-06, 'diag/policy_kl_max': 3.11732292175293e-05, 'diag/mu_target_mag_mean': 0.7110413312911987, 'diag/mu_target_mag_max': 11.480110168457031, 'diag/pretanh_sat_frac': 0.06864420572916667}
Using JAX default device: cuda:0.
