|param: value|
|experiment_name:  pc_actor_critic_sgd_tanh_ts10_bench_mt40_stdglobal|
|seed:  3|
|write_logs_to_file:  False|
|save_model:  False|
|env_name:  halfcheetah|
|num_envs:  256|
|num_train_levels:  200|
|distribution_mode:  easy|
|arm_means:  (1.0, 0.9)|
|deterministic_rewards:  True|
|episode_length:  1000|
|eval_env:  True|
|num_eval_episodes:  10|
|eval_every:  10|
|total_timesteps:  1000000|
|unroll_length:  32|
|gamma:  0.99|
|gae_lambda:  0.95|
|learning_rate:  0.0003|
|value_learning_rate:  0.0003|
|target_scale:  1.0|
|pc_steps_per_update:  1|
|update_epochs:  2|
|num_minibatches:  4|
|normalize_advantages:  True|
|max_t1:  40|
|normalize_rewards:  True|
|exp_std:  True|
|state_indep_std:  True|
|optimizer:  sgd|
|width:  64|
|depth:  2|
|act_fn:  tanh|
|policy_init_logit_bias:  None|
|checkpoint_dir:  /workspace/PCPG/outputs/checkpoints|
INFO:2026-07-22 15:56:58,918:jax._src.xla_bridge:924: Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO:2026-07-22 15:56:58,920:jax._src.xla_bridge:924: Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
E0722 15:56:59.787338  115514 ptx_compiler_helpers.cc:87] *** WARNING *** Invoking ptxas with version 12.4.131, which corresponds to a CUDA version <=12.6.2. CUDA versions 12.x.y up to and including 12.6.2 miscompile certain edge cases around clamping.
Please upgrade to CUDA 12.6.3 or newer.
Using JAX default device: cuda:0.
/usr/local/lib/python3.11/dist-packages/brax/io/mjcf.py:480: UserWarning: Brax System, piplines and environments are not actively being maintained. Please see MJX for a well maintained JAX-based physics engine: https://github.com/google-deepmind/mujoco/tree/main/mjx. For a host of environments that use MJX, see: https://github.com/google-deepmind/mujoco_playground.
  warnings.warn(
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
Using JAX default device: cuda:0.
{'training/total_steps': 8192, 'training/updates': 1, 'training/walltime': np.float64(28.79), 'training/update_time': np.float64(28.79), 'training/policy_pc_loss': 4.056192398071289, 'training/value_pc_loss': 2.175283908843994, 'training/mean_value': 0.005365671589970589, 'training/mean_reward': -0.16615231335163116, 'training/mean_advantage_abs': 0.7503072023391724, 'diag/policy_grad_norm_max': 0.34817036986351013, 'diag/policy_grad_norm_mean': 0.28837963938713074, 'diag/value_explained_var': -0.010115981101989746, 'diag/log_std_mean': -0.093433678150177, 'diag/log_std_min': -0.2211047261953354, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.28639087080955505, 'diag/policy_drift_mean': 0.0001968507858691737, 'diag/policy_drift_max': 0.0009505152702331543, 'diag/policy_kl_mean': 0.0956369936466217, 'diag/policy_kl_max': 0.09563791751861572, 'diag/mu_target_mag_mean': 0.9619793891906738, 'diag/mu_target_mag_max': 12.112518310546875, 'diag/pretanh_sat_frac': 0.058797200520833336}
{'training/total_steps': 16384, 'training/updates': 2, 'training/walltime': np.float64(30.512), 'training/update_time': np.float64(1.177), 'training/policy_pc_loss': 5.505768775939941, 'training/value_pc_loss': 0.269123375415802, 'training/mean_value': 0.0038008952978998423, 'training/mean_reward': -0.04080595821142197, 'training/mean_advantage_abs': 0.7945553064346313, 'diag/policy_grad_norm_max': 0.2934888005256653, 'diag/policy_grad_norm_mean': 0.26125991344451904, 'diag/value_explained_var': -0.09506404399871826, 'diag/log_std_mean': -0.18331900238990784, 'diag/log_std_min': -0.2657370865345001, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.26372963190078735, 'diag/policy_drift_mean': 0.00016984422109089792, 'diag/policy_drift_max': 0.0008723775390535593, 'diag/policy_kl_mean': 0.14612790942192078, 'diag/policy_kl_max': 0.14612865447998047, 'diag/mu_target_mag_mean': 0.92569899559021, 'diag/mu_target_mag_max': 10.508506774902344, 'diag/pretanh_sat_frac': 0.040568033854166664}
{'training/total_steps': 24576, 'training/updates': 3, 'training/walltime': np.float64(31.67), 'training/update_time': np.float64(1.149), 'training/policy_pc_loss': 10.242673873901367, 'training/value_pc_loss': 0.1357945054769516, 'training/mean_value': 0.007248625624924898, 'training/mean_reward': -0.024749284610152245, 'training/mean_advantage_abs': 0.7953563928604126, 'diag/policy_grad_norm_max': 0.40566080808639526, 'diag/policy_grad_norm_mean': 0.3356547951698303, 'diag/value_explained_var': -0.19424891471862793, 'diag/log_std_mean': -0.3685261607170105, 'diag/log_std_min': -0.7032533884048462, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.2558819055557251, 'diag/policy_drift_mean': 0.00024102289171423763, 'diag/policy_drift_max': 0.0012629983248189092, 'diag/policy_kl_mean': 0.47991323471069336, 'diag/policy_kl_max': 0.4799157381057739, 'diag/mu_target_mag_mean': 0.9189785718917847, 'diag/mu_target_mag_max': 10.53051471710205, 'diag/pretanh_sat_frac': 0.026875813802083332}
{'training/total_steps': 32768, 'training/updates': 4, 'training/walltime': np.float64(32.841), 'training/update_time': np.float64(1.163), 'training/policy_pc_loss': 7.341608047485352, 'training/value_pc_loss': 0.11232556402683258, 'training/mean_value': 0.0023504947312176228, 'training/mean_reward': -0.022599808871746063, 'training/mean_advantage_abs': 0.7947412729263306, 'diag/policy_grad_norm_max': 0.3788081407546997, 'diag/policy_grad_norm_mean': 0.33351078629493713, 'diag/value_explained_var': -0.27386903762817383, 'diag/log_std_mean': -0.39366310834884644, 'diag/log_std_min': -0.6419457197189331, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.2506983280181885, 'diag/policy_drift_mean': 0.0003039354342035949, 'diag/policy_drift_max': 0.0016798159340396523, 'diag/policy_kl_mean': 0.05240143835544586, 'diag/policy_kl_max': 0.05240273475646973, 'diag/mu_target_mag_mean': 1.0345913171768188, 'diag/mu_target_mag_max': 14.476640701293945, 'diag/pretanh_sat_frac': 0.011067708333333334}
{'training/total_steps': 40960, 'training/updates': 5, 'training/walltime': np.float64(34.024), 'training/update_time': np.float64(1.173), 'training/policy_pc_loss': 6.291351318359375, 'training/value_pc_loss': 0.09517863392829895, 'training/mean_value': -0.010235955007374287, 'training/mean_reward': -0.02263752557337284, 'training/mean_advantage_abs': 0.7952778935432434, 'diag/policy_grad_norm_max': 0.35987767577171326, 'diag/policy_grad_norm_mean': 0.3191661834716797, 'diag/value_explained_var': -0.4083479642868042, 'diag/log_std_mean': -0.3457764983177185, 'diag/log_std_min': -0.659798800945282, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.24913635849952698, 'diag/policy_drift_mean': 0.00026381068164482713, 'diag/policy_drift_max': 0.0012786625884473324, 'diag/policy_kl_mean': 0.037325650453567505, 'diag/policy_kl_max': 0.03732657432556152, 'diag/mu_target_mag_mean': 1.052499771118164, 'diag/mu_target_mag_max': 12.370512962341309, 'diag/pretanh_sat_frac': 0.010945638020833334}
{'training/total_steps': 49152, 'training/updates': 6, 'training/walltime': np.float64(35.183), 'training/update_time': np.float64(1.151), 'training/policy_pc_loss': 7.63675594329834, 'training/value_pc_loss': 0.10219641029834747, 'training/mean_value': -0.015312500298023224, 'training/mean_reward': -0.022640034556388855, 'training/mean_advantage_abs': 0.796217679977417, 'diag/policy_grad_norm_max': 0.39732253551483154, 'diag/policy_grad_norm_mean': 0.33751654624938965, 'diag/value_explained_var': -0.334140419960022, 'diag/log_std_mean': -0.3926638066768646, 'diag/log_std_min': -0.6155438423156738, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.24955062568187714, 'diag/policy_drift_mean': 0.00028907167143188417, 'diag/policy_drift_max': 0.0018684281967580318, 'diag/policy_kl_mean': 0.44502004981040955, 'diag/policy_kl_max': 0.44502168893814087, 'diag/mu_target_mag_mean': 1.0434640645980835, 'diag/mu_target_mag_max': 14.461455345153809, 'diag/pretanh_sat_frac': 0.017842610677083332}
{'training/total_steps': 57344, 'training/updates': 7, 'training/walltime': np.float64(36.34), 'training/update_time': np.float64(1.149), 'training/policy_pc_loss': 4.842421054840088, 'training/value_pc_loss': 0.07850783318281174, 'training/mean_value': 0.0022821733728051186, 'training/mean_reward': -0.01847369223833084, 'training/mean_advantage_abs': 0.7995514869689941, 'diag/policy_grad_norm_max': 0.34841248393058777, 'diag/policy_grad_norm_mean': 0.32850560545921326, 'diag/value_explained_var': -0.3983039855957031, 'diag/log_std_mean': -0.3005640506744385, 'diag/log_std_min': -0.5067945718765259, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.2557225525379181, 'diag/policy_drift_mean': 0.0003181991633027792, 'diag/policy_drift_max': 0.0017095261719077826, 'diag/policy_kl_mean': 0.08006903529167175, 'diag/policy_kl_max': 0.0800703763961792, 'diag/mu_target_mag_mean': 0.9841663837432861, 'diag/mu_target_mag_max': 12.72530746459961, 'diag/pretanh_sat_frac': 0.010172526041666666}
{'training/total_steps': 65536, 'training/updates': 8, 'training/walltime': np.float64(37.493), 'training/update_time': np.float64(1.144), 'training/policy_pc_loss': 6.798691749572754, 'training/value_pc_loss': 0.09088730812072754, 'training/mean_value': 0.005244254134595394, 'training/mean_reward': -0.018431656062602997, 'training/mean_advantage_abs': 0.8012763857841492, 'diag/policy_grad_norm_max': 0.3849218785762787, 'diag/policy_grad_norm_mean': 0.3129805326461792, 'diag/value_explained_var': -0.3562685251235962, 'diag/log_std_mean': -0.31886693835258484, 'diag/log_std_min': -0.683303952217102, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.26356005668640137, 'diag/policy_drift_mean': 0.00023698688892181963, 'diag/policy_drift_max': 0.0015535844722762704, 'diag/policy_kl_mean': 0.123684361577034, 'diag/policy_kl_max': 0.12368673086166382, 'diag/mu_target_mag_mean': 0.9286661148071289, 'diag/mu_target_mag_max': 10.973219871520996, 'diag/pretanh_sat_frac': 0.016337076822916668}
{'training/total_steps': 73728, 'training/updates': 9, 'training/walltime': np.float64(38.65), 'training/update_time': np.float64(1.148), 'training/policy_pc_loss': 9.00278091430664, 'training/value_pc_loss': 0.07763005793094635, 'training/mean_value': 0.0160045325756073, 'training/mean_reward': -0.015863053500652313, 'training/mean_advantage_abs': 0.7938401699066162, 'diag/policy_grad_norm_max': 0.38569527864456177, 'diag/policy_grad_norm_mean': 0.34251168370246887, 'diag/value_explained_var': -0.4121718406677246, 'diag/log_std_mean': -0.388954758644104, 'diag/log_std_min': -0.7948638796806335, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.2640491724014282, 'diag/policy_drift_mean': 0.0003169439150951803, 'diag/policy_drift_max': 0.001666615135036409, 'diag/policy_kl_mean': 0.16013529896736145, 'diag/policy_kl_max': 0.16013729572296143, 'diag/mu_target_mag_mean': 0.9592137336730957, 'diag/mu_target_mag_max': 13.48774528503418, 'diag/pretanh_sat_frac': 0.018025716145833332}
{'training/total_steps': 81920, 'training/updates': 10, 'training/walltime': np.float64(39.802), 'training/update_time': np.float64(1.143), 'training/policy_pc_loss': 8.766515731811523, 'training/value_pc_loss': 0.07305783033370972, 'training/mean_value': 0.019754420965909958, 'training/mean_reward': -0.014814317226409912, 'training/mean_advantage_abs': 0.7943922281265259, 'diag/policy_grad_norm_max': 0.43696343898773193, 'diag/policy_grad_norm_mean': 0.37124133110046387, 'diag/value_explained_var': -0.3491266965866089, 'diag/log_std_mean': -0.45516061782836914, 'diag/log_std_min': -0.7361752986907959, 'diag/frac_std_at_min': 0.0, 'diag/frac_std_at_max': 0.0, 'diag/mu_abs_mean': 0.26371270418167114, 'diag/policy_drift_mean': 0.0003467609640210867, 'diag/policy_drift_max': 0.0019174370681867003, 'diag/policy_kl_mean': 0.1735396385192871, 'diag/policy_kl_max': 0.17354178428649902, 'diag/mu_target_mag_mean': 1.0174448490142822, 'diag/mu_target_mag_max': 19.12436866760254, 'diag/pretanh_sat_frac': 0.01629638671875}
Using JAX default device: cuda:0.
